BOD,name,count(nameGiven)
1936-12-17,"Roland Frank,Kenneth Jerry",2
1936-12-21,"Howard Dean,Raphael Anthony",2
1937-03-24,"John Robert,Richard Wallis",2
1937-04-04,"Gary Merle,Albert Daniel George",2
1937-04-21,"Gary Charles,William Kiernan",2
1937-05-08,"Miguel Angel,Arturo",2
1937-06-22,"James Patrick,Jacob",2
1937-08-05,"William,Dwight Leroy",2
1937-08-06,"Joseph Arthur,Wayne Allen,Camilo",3
1937-08-14,"Dagoberto,Joel Edward",2
1937-10-23,"Robert Gray,Cecil Dean",2
1937-11-15,"Robert Jacob,Raymond George",2
1937-11-28,"Purnal William,Raymond Wallace",2
1937-12-22,"Charles Wesley,George Anthony",2
1938-03-31,"John Ellett,Lawrence George",2
1938-04-05,"Ronald Lavern,Donald Mark",2
1938-06-02,"Grover LeRoy,Eugene Richard",2
1938-07-02,"Donald Leon,Harold Eugene",2
1938-07-06,"Barry Steven,John Morgan",2
1938-08-28,"Billy Rolland,Richard Paul",2
1938-11-07,"Jerry Dean,James Lee",2
1938-11-19,"Robert Edward,Manuel Emilio",2
1938-11-27,"Jose Milages,James Vernon",2
1938-12-05,"Richard Alan,Giraldo",2
1939-02-12,"Jerry Allen,James Ross",2
1939-02-18,"Jesse Owens,Charles Dallan,Robert Lane",3
1939-02-19,"Jackie Spencer,James Brian",2
1939-05-11,"Rodolfo Hector,Milton Stephen,Francis Ralph",3
1939-06-09,"Julio Enrique,Douglas Horace",2
1939-08-04,"Robert Bernard,Dennis Dean",2
1939-08-10,"Charles Landis,Johnny Joe",2
1939-08-29,"Frank Joseph,David Lawrence",2
1939-09-17,"James Jerome,Carl Edward",2
1939-10-07,"John Eugene,Filomeno Coronada",2
1939-11-29,"Charles James,Richard John",2
1939-12-03,"Ronald Roy,Edward Joseph",2
1940-01-16,"Robert Allen,Rodney Carter",2
1940-02-25,"Danny Anderson,Ronald Edward",2
1940-06-02,"James William,Horace Meredith",2
1940-07-03,"Cesar Leonardo,Jose Alberto",2
1940-07-10,"Leonard Eugene,Peter Joel",2
1940-07-12,"Jack Dyer,Michael Randy",2
1940-07-13,"Jackie Delane,Frank Bernard",2
1940-07-21,"John Alvin,Denis John",2
1940-08-15,"Arlo Adolph,Jose Rafael",2
1940-08-31,"Ramon,Cleo Joel",2
1940-09-12,"Michael Stephen,Richard Donovan",2
1940-10-10,"Larry Hans,Grover David",2
1940-10-14,"Billy Lee,Tommy",2
1940-11-23,"William Joseph,Luis Clemente",2
1941-02-23,"Ronald Kenneth,Gordon Thomas",2
1941-04-14,"Frank Dominick,Peter Edward",2
1941-06-28,"Leonard Joseph Stephen,Alphonso Erwin,Frederick Lealand",3
1941-06-29,"Larry Floyd,John Dominic",2
1941-07-08,"Gary Melvin,Kenneth George",2
1941-07-21,"Nelson Elmer,Gary Lee",2
1941-08-16,"Eugene Mathew,William Albert,Larry John",3
1941-08-23,"Orlando,John Wallace",2
1941-08-30,"Archie Francis,Carmen Donald",2
1941-09-04,"Kenneth Smith,Calvin Bernard",2
1941-09-29,"Richard Benjamin,Jeffrey Lynn",2
1941-12-29,"Bruce Ellsworth,John Leslie",2
1942-01-14,"William David,David Wilson",2
1942-02-08,"Fred Ingles,John Costen",2
1942-02-12,"Steven John,Patrick Edward",2
1942-03-03,"Donald Ray,Robert Roy",2
1942-03-08,"George Alois,Richard Anthony",2
1942-04-04,"Ronald Thomas,Thomas Gene,James Louis",3
1942-04-12,"Dale,Tommie Wayne",2
1942-04-18,"Charles Gilbert,Stephen Robert",2
1942-06-01,"Cecil Randolph,Kenneth Lee",2
1942-06-08,"Lawrence Robert,Peter Alexander",2
1942-08-04,"Cleon Joseph,Angel Alfonso",2
1942-08-23,"Daniel Francis,David Barclay",2
1942-08-31,"Thomas Earl,Ramon Alberto",2
1942-09-21,"William Harlan,Samuel Edward",2
1942-09-23,"James Phillip,William Frederick",2
1942-10-18,"Lavern George,William Wattison",2
1943-01-03,"Henry Adrian,Robert Henry",2
1943-01-14,"Ronald Bruce,David Lewis",2
1943-02-15,"Joseph Douglas,Donald Louis",2
1943-02-19,"James Henry,Gail Eason",2
1943-02-21,"John Eugene,Joseph Anthony",2
1943-03-03,"Jack Edward,Paul,Edward Anthony",3
1943-03-23,"Lee Andrew,Bruce Ernest",2
1943-04-12,"Vicente,Kenneth Raymond",2
1943-04-24,"Joseph Michael,Ivan Augustus",2
1943-04-25,"Robert Dale,Lewis Bernard",2
1943-05-22,"Walter John,Thomas Edward",2
1943-07-28,"Ronald Merrill,Richard Charles",2
1943-08-23,"Edward Anthony,Allan Arthur",2
1943-09-19,"Joe Leonard,James Michael",2
1943-09-23,"Winston Enriquillo,Marcelino Pons",2
1943-10-06,"Jerry Joseph,James Milton",2
1943-10-19,"Santos,Bryshear Bennett",2
1943-10-31,"John Edward,Frederick Albert Antony,William Edward",3
1943-11-18,"Richard Edward,James Philip",2
1943-12-23,"David LaFrance,Ronald Frederick",2
1944-01-04,"Rigoberto,Charles Fuqua",2
1944-01-05,"Thomas Henry,Charles Anthony",2
1944-01-11,"Frank,James Clement",2
1944-02-01,"Harold,Paul L. D.",2
1944-02-03,"Harry Wayne,Celerino",2
1944-02-09,"Douglas Randall,James Alexander",2
1944-03-01,"Vernon Gordon,Ronald Bernard",2
1944-03-10,"John Edward,Joseph Earl",2
1944-03-15,"Wayne Allan,David Roger",2
1944-03-20,"Robert Lee,Stephen Lawrence",2
1944-04-25,"Kenneth Ray,Joe Clarence",2
1944-05-22,"Robert Walden,Franklin",2
1944-06-07,"Roger Eugene,Frank Beall",2
1944-07-09,"John Harold,Roland Thomas",2
1944-07-25,"Frederick John,Charles William",2
1944-07-30,"Douglas Lee,Harold Patrick",2
1944-08-15,"Michael Lynn,John Roy",2
1944-09-27,"Gary Lynn,Virle Gene",2
1944-10-29,"Gary Wayne,James Blair",2
1944-12-15,"James Richard,Stanley Raymond",2
1944-12-23,"Raymond Richard,Victor Raymond",2
1944-12-30,"Jose Manuel,Robert James",2
1945-01-12,"Paul Gant,Robert Edward",2
1945-01-18,"Richard Allen,Thomas James",2
1945-03-12,"Donald Lee,Horacio",2
1945-04-02,"Carl Reginald,Donald Howard,Michael Dennis",3
1945-05-29,"Clyde Wayne,Johnny Lee",2
1945-06-30,"Gerald Tennyson,Otis Benjamin",2
1945-07-07,"William Edwin,Charles Francis",2
1945-08-15,"Don Robert,Carlos",2
1945-09-16,"Robert Joseph,Edward Nelson,Hector Epitacio",3
1945-09-25,"William Lewis,Stephen Ralph",2
1945-10-19,"Gary William,Alan Mitchell Edward George Patrick Henry",2
1945-11-03,"Kenneth Dale,James Brian",2
1945-11-20,"John William,Robert James,John Frank",3
1945-11-25,"Howard Wayne,Rafael",2
1945-12-03,"Stephen Michael,Louis Stephen",2
1945-12-06,"Lawrence Robert,Jay Steven",2
1945-12-19,"Geoffrey Clayton,Arthur William",2
1945-12-20,"Christopher Keith,Vincent Norman",2
1946-01-10,"Vernon William,George Eugene",2
1946-02-05,"Norman Calvin,Victor Crosby",2
1946-02-08,"Oscar Lee,Larry Wayne",2
1946-03-21,"Rickey Charles,Alan James",2
1946-03-27,"Michael Warren,William Paul",2
1946-03-31,"William Francis,Gonzalo Enrique",2
1946-04-10,"Leroy Bobby,Robert Jose,Phillip Winston",3
1946-04-20,"Thomas George,Charles Walter",2
1946-05-10,"Miguel,Raymond Arnold",2
1946-05-20,"James Lawrence,Bobby Ray",2
1946-05-22,"David Tanner,James William",2
1946-06-15,"John Junior,Kenneth Joseph",2
1946-08-11,"Michael David,Eduardo Antonio",2
1946-08-15,"Joseph Anthony,Ernest Lee",2
1946-08-27,"Raymond James,Edward Martin",2
1946-08-29,"William Francis,John White",2
1946-09-07,"Willie Murphy,Joseph Oden",2
1946-09-19,"Ronald John,Joseph Vance",2
1946-10-06,"Eugene Anthony,Gary Edward",2
1946-10-08,"Ralph Michael,Paul William,Michael Denis",3
1946-10-14,"Albert,Frank Thomas",2
1946-11-01,"Richard Lee,James Earl",2
1946-11-03,"Thomas Kenneth,Garry Alton",2
1946-11-22,"Cecilio,Charles Richard",2
1946-11-25,"Donald Lee,Percival Edmund Wentworth",2
1947-01-12,"Paul Richard,Thomas Eugene,Edward Leon",3
1947-01-15,"Gerald Thomas,Tolia",2
1947-01-21,"William Allen,Robert Allen",2
1947-01-27,"Timothy Alfred,John Lee",2
1947-02-01,"James Marion,Danny Leon",2
1947-02-21,"Terrance Richard,Charles Leonard",2
1947-03-12,"William Franklin,Gregory",2
1947-03-19,"Donald Gary,Garry Arthur,Angel Luis",3
1947-04-29,"Thomas Ross,James Alfred",2
1947-05-10,"Timothy Kenneth,John Sheldon",2
1947-05-12,"Victor,Robert Lowell",2
1947-06-07,"Donald Wayne,Thurman Lee",2
1947-07-04,"James Edward,James Lorin",2
1947-07-06,"Nestor Isaias,Lance Levis",2
1947-07-14,"Steven Michael,Daniel James",2
1947-07-22,"Clifford,George Albert",2
1947-07-25,"Michael Dennis,Ralph Robert",2
1947-07-31,"Chester Earl,John Christopher,Peter John",3
1947-08-18,"Lowell Raymond,Charles Henry",2
1947-10-01,"Lee William,Angel Remigio",2
1947-10-06,"Jerry Houston,Richard Warren,Steven Jack,Charles Wayne",4
1947-10-11,"Charles Prosek,Richard Lee",2
1947-11-06,"Christopher Paul,Lee Patrick Thomas",2
1947-11-23,"Dwain Cleaven,Tom Edward,Frank Ronald",3
1947-11-26,"Lawrence Cyril,Richard Joseph",2
1947-12-03,"Ronald Wayne,Gerald Eugene",2
1948-01-05,"Charles Oliver,William Harry",2
1948-01-11,"Richard Lee,Glenn Vincent",2
1948-02-10,"John Robert,James Leland",2
1948-02-22,"Michael George,Thomas James,Bruce Ray",3
1948-03-04,"Thomas Alan,Leron",2
1948-03-09,"Darrel Lee,John Duffield,Daniel George",3
1948-03-22,"Jerald Ray,Carlos",2
1948-05-08,"Migel Antonio,Stephen Russell",2
1948-06-17,"David Ismael,Gary Lawrence",2
1948-07-04,"Wayne Oren,Edison Rosanda",2
1948-07-07,"Robert Collins,Tommy Joe",2
1948-07-14,"Jesus Maria,Earl Craig",2
1948-08-09,"Gary Dale,William Richard",2
1948-08-21,"John Charles,Craig George",2
1948-09-18,"Lee Edward,Kenneth Alven",2
1948-09-21,"Gary Dean,Aurelio Alejandro",2
1948-09-30,"Craig Robert,Rosendo",2
1948-10-08,"Richard Francis,Bernard",2
1948-10-14,"Brent Terry,Eduardo",2
1948-11-07,"John Albert,Robert Thomas",2
1948-11-16,"Leon,Donald Antone",2
1948-12-26,"Carroll Christopher,David Martin",2
1949-01-03,"Edward Dwain,Gary Robert",2
1949-01-13,"Michael Thomas,James Emerson",2
1949-01-15,"Luis Cesar,Robert Anthony",2
1949-01-31,"James Arthur,Fred Lyn,Mark Alan",3
1949-02-09,"John Thomas,John Richard",2
1949-02-12,"Leonard Shenoff,Alton Ray,Enzo Octavio",3
1949-02-18,"John Claiborn,Julio Ruben",2
1949-04-10,"Thomas Robert,Richard Fred",2
1949-06-22,"David Allen,Ronald Wray",2
1949-07-11,"Jack Seale,Stanley Brown",2
1949-08-10,"Jimmy Lee,Thomas Dale",2
1949-09-01,"Gary Raymond,Garry Lee",2
1949-09-13,"James Thomas,John Rikard",2
1949-09-15,"Donald George,David Percy",2
1949-09-16,"Rogelio,Michael Douglas",2
1949-10-03,"James Leo,Steven Raymond",2
1949-10-10,"Robert Walter,Larry",2
1949-10-18,"George Andrew,Edward Joseph",2
1949-10-26,"Stephen Douglas,Dudley Michael",2
1949-12-20,"Cecil Celester,Oscar Charles",2
1950-01-13,"Michael Ray,Robert Herbert",2
1950-01-18,"Marvin,William Howard",2
1950-02-15,"Frederick Steven,Lawrence King",2
1950-03-27,"Lynn Everett,Victor Lanier",2
1950-04-20,"Milton Edward,Wilfred Anthony",2
1950-05-04,"Francis Burt,Jack Edward",2
1950-05-13,"Juan Jose,Robert John",2
1950-05-21,"Henry Gaylon Matthew,Robert Joseph",2
1950-05-25,"John Joseph,Glenn Dennis",2
1950-06-19,"Rudolph,James Michael,Jose Fernando,Duane Eugene",4
1950-08-01,"Milton Scott,Oscar Wayne",2
1950-08-17,"Larry Doby,David Lawrence",2
1950-08-25,"Stanley,David Wallace",2
1950-08-29,"Douglas Vernon,George William",2
1950-08-30,"Michael Robert,James Anderson,David Lee",3
1950-09-04,"Doyle Lafayette,Frank",2
1950-09-29,"James Frederick,Kenneth Edward",2
1950-10-16,"Jeffrey Michael,Hugh",2
1950-10-26,"David Lee,Marcus Wayne",2
1950-11-22,"Lyman Wesley,Gregory Michael",2
1950-11-24,"George Lynford,John Lawrence",2
1950-11-29,"Michael Anthony,Otoniel",2
1950-12-15,"Michael James,Charles Marion",2
1950-12-22,"Thomas Anthony,Thomas James",2
1950-12-26,"Michael Henry,Mario",2
1951-01-02,"Bill,Royle Eldon,James Sarkis",3
1951-01-06,"Donald Edward,Joseph",2
1951-01-25,"Balor Lilbon,Vernon Gerald",2
1951-02-17,"Michael John,David Wayne",2
1951-02-28,"Hubert Thomas,James Eugene,Rufino de la Cruz",3
1951-04-07,"David Gordon,David Jacob",2
1951-05-18,"James Howard,Dennis Patrick",2
1951-06-05,"Darryl Lee,Randy Lee",2
1951-06-24,"Michael Edwin,Kenneth John",2
1951-06-29,"Jimmy Lee,Bruce Edward",2
1951-07-29,"Gregory Brian,Daniel,Gary Leah,Kenneth Peter",4
1951-08-07,"Charles Joseph,James Michael",2
1951-08-22,"Isaac Bernard,John Michael",2
1951-09-03,"Alan,David Alan",2
1951-10-15,"Mitchell Otis,Thomas Howard",2
1951-10-18,"Andrew Earl,Rodolfo",2
1951-10-25,"Alfred Edward,Henry John",2
1951-10-31,"David Michael,David James",2
1951-11-01,"Eric James,Manuel",2
1952-01-07,"Douglas Edmund,Robert John",2
1952-01-09,"Donald,Harold Joseph",2
1952-01-14,"Wayne Dale,Terry Jay",2
1952-01-17,"Ralph Pierre,Darrell Ray",2
1952-02-16,"Jerry Wayne,Barry Clifton",2
1952-03-20,"Gregory John,James Rick",2
1952-03-22,"Edward Norman,Eric Ralph",2
1952-04-29,"Ronald,Robert Craig",2
1952-05-23,"Jose Manuel,Clarence Edward",2
1952-07-03,"John C.,Ryan Yoshitomo",2
1952-07-27,"Richard Fremont,Elliott Taylor",2
1952-08-02,"Arthur,Jesus Manuel",2
1952-08-08,"Michael Wilson,Gregory John",2
1952-08-20,"Robert,Clarence George",2
1952-08-27,"Marshall Lynn,Michael Lewis",2
1952-09-21,"Arthur Junior,Gary George",2
1952-09-23,"Dennis Patrick,James Forrest,James Patrick",3
1952-09-25,"Salvatore Philip,Michael Thomas",2
1952-10-18,"Allen Stevens,Jeron Kennis",2
1952-10-23,"Randall Lee,John William",2
1952-10-24,"Omar Renan,Angel Rafael,Reginald Sherard",3
1952-10-25,"Rowland Johnie,Roy Frederick",2
1952-10-27,"Gilberto,William Edward,Peter Dennis",3
1952-11-08,"John Allen,Gerald Peter",2
1952-11-09,"James David,David Thomas,Richard Allen",3
1952-11-18,"Steven Curtis,Dan Lee",2
1952-12-06,"Charles Joseph,Jeffrey Theodore",2
1952-12-27,"Mark David,Gordon Craig",2
1952-12-28,"Charles Ray,Jose Ynocencio",2
1953-01-01,"Lynn Morris,Joseph Wayne",2
1953-01-09,"Philip Anthony,Ivan",2
1953-02-17,"James Harold,James Morris",2
1953-02-24,"Frank Joseph,Michael David",2
1953-03-02,"David Vance,Laurence Marcy",2
1953-03-08,"Donald Paul,James Edward",2
1953-03-16,"Richard Gerald,John William",2
1953-04-16,"Donald Edward,Bruce Bell",2
1953-06-10,"Francisco Javier,Rick Lamar",2
1953-06-14,"Luis Eduardo,Mark Linden",2
1953-06-21,"Charles William,Eugene David",2
1953-07-28,"Jerry Glenn,Mark Westley",2
1953-08-05,"John Steven,Richard Keith,Richard Alan,Jesus",4
1953-08-11,"Rex Haughton,Dennis Dale",2
1953-08-31,"Juan Ramon,William Gerard",2
1953-09-25,"Richard Earl,Eddy William",2
1953-09-29,"Warren Livingston,Carlos,Eugene",3
1953-10-27,"U. L.,Robert Barry",2
1953-11-03,"Larry Darnell,Bobby LaRue",2
1953-11-06,"Brock,John Robert",2
1953-11-10,"Larry Richard,Larry Alton,Paul Gayton",3
1953-12-03,"Robert Wayne,Patrick Edward",2
1954-01-30,"Joseph Thomas,David William",2
1954-02-02,"John Thomas,Luis Felipe,Robert Alan",3
1954-03-07,"Michael Dennis,Nyls Wallace Rex",2
1954-03-13,"Terry Hester,Randy William",2
1954-03-20,"Steven Earl,Paul Thomas",2
1954-03-29,"Michael Jeffrey,Thomas John",2
1954-04-14,"Craig Seton,Casey Robert",2
1954-04-20,"Douglas William,Preston Michael",2
1954-04-22,"Daniel Joques,William Herbert",2
1954-04-25,"Craig Stephen,Gregory DeWayne",2
1954-05-09,"Thomas Raymond,George Albert",2
1954-05-25,"Rogers Lee,Robert Wesley",2
1954-07-04,"Daniel James,James Louis",2
1954-07-06,"Willie Larry,Jason Dolph",2
1954-08-19,"Reginald Conrad,Edgar Frederick",2
1954-08-31,"John Patrick,Claudell",2
1954-09-02,"John Richard,Richard Eugene",2
1954-09-08,"Donald William,James Lorne",2
1954-09-10,"Craig Thomas,Preston Lee",2
1954-09-13,"John Thomas,Billy Lavern",2
1954-09-20,"Gene Ellis,Robert Wayne",2
1954-10-03,"Joseph Daniel,Bertrand Roland,Dennis Lee",3
1954-10-04,"William Cecil Glenn,Dennis Gerald",2
1954-10-12,"Garth Ray,Gilbert Thomas",2
1954-10-16,"Christopher,Michael Wayne",2
1954-10-28,"Samuel Lee,Gary Louis",2
1954-11-11,"Robert Earl,Ralph Ronald",2
1954-11-21,"Gary Steven,Alan Robert",2
1954-11-23,"Glenn Edward,Broderick Phillip,Kenneth Marvin",3
1954-12-22,"Kenneth Francis,Sheldon John",2
1955-01-01,"Robert Dennis,Dewey LaMarr",2
1955-01-21,"David Stanley,Billy Mike",2
1955-01-26,"Brian Reed,Joseph Paul",2
1955-02-04,"Gary Martin,Russell Jay",2
1955-02-12,"Stephen Andrew,Gregory Bernard,Gary Eugene,Chester Earl",4
1955-04-16,"Bruce Douglas,Thomas Frederick",2
1955-05-01,"Raymond Mark,Steven George",2
1955-05-19,"Eddie Lee,Alan Lee",2
1955-06-06,"Angel,Christopher Curtis",2
1955-06-10,"Scott Matthew,Floyd Franklin",2
1955-07-03,"Jeffrey Alan,Matthew Lon",2
1955-07-27,"Leonard Harold,Shane William",2
1955-08-06,"Ronald Gene,Steven Richard,James Franklin",3
1955-08-19,"Terry Joe,Silvio Ramon",2
1955-09-16,"Benny Joe,Robin R.",2
1955-09-18,"Raymond Edward,Donald Ross",2
1955-10-25,"Jeffrey Charles,Thomas Winton,Daniel Wayne",3
1955-11-02,"Greg Allen,Robert Malcolm",2
1955-11-15,"Fred Lawrence,Randal Harold",2
1955-11-22,"Kevin Jay,Jimmy Wayne",2
1955-11-23,"Daniel Charles,Todd Ruben,Mark Christopher",3
1955-11-26,"Michael Joseph,Jay Canfield",2
1956-01-15,"Donald James,Steven Rance,Jerry Austin",3
1956-02-25,"Kevin John,Edward Francis",2
1956-03-17,"Rodney Grant,Ricardo Patrick Emilio,William Timothy",3
1956-03-23,"Ronald David,Michael Edward",2
1956-04-20,"Floyd John,Timothy Lee",2
1956-05-04,"Kenneth Ray,Ubaldo Jose",2
1956-05-19,"Luis Ernesto,Eric Vaughn",2
1956-05-27,"Karl Adam,Mark Alan",2
1956-05-30,"Michael James,John Paul",2
1956-06-10,"Bradley Lee,Randall Glenn",2
1956-07-12,"Mario Melvin,Bryan Donald",2
1956-07-18,"Claude Lee,Anthony Razor",2
1956-08-02,"Roger Victor,Derek Wayne",2
1956-08-05,"David Delmer,David Scott",2
1956-08-22,"Mark David,Paul Leo",2
1956-08-24,"Antonio,Neil Stephen",2
1956-08-30,"Willard Lawrence,Steven Byrne,Scott Edward,Roger Farrell",4
1956-11-11,"Scott Gregory,Jeffrey Alan",2
1956-11-26,"Ronald Knox,Robert Vernon",2
1956-11-29,"Joseph Walter,Richard Arlen",2
1956-12-05,"David Mark,William David",2
1956-12-13,"Dale Anthony,Jonathan Samuel",2
1956-12-19,"Stanley Gene,Stewart Walker,Thomas James",3
1956-12-22,"Gary Nathaniel,David Frederick",2
1956-12-25,"Wallace Darnell,Charles William",2
1957-01-16,"Stephen Charles,Martin Horace",2
1957-02-07,"Damaso Domingo,Carney Ray",2
1957-03-08,"Robert Lyle,John Daniel",2
1957-03-14,"Elliott Tyrone,Steven Michael",2
1957-03-18,"Rickey,Alan Ray",2
1957-05-09,"Steven Benjamin,John Anton",2
1957-05-28,"Kirk Harold,Thomas Raymond",2
1957-06-06,"Stephen John,William McKinley",2
1957-06-14,"Gregory Allen,Anthony",2
1957-06-26,"Michael Leroy,Jose Manuel",2
1957-07-30,"Steven Russell,Clinton Merrick",2
1957-07-31,"Howard Lee,Leon",2
1957-08-19,"Scott William,David William",2
1957-08-21,"Steven Allen,Frank Enrico",2
1957-09-14,"Timothy Charles,Jerry Don",2
1957-09-26,"Kelvin Orlando,Douglas Randall",2
1957-09-29,"Craig Lindsay,Timothy Earl",2
1957-10-08,"Robert Jacob,Michael",2
1957-10-24,"Ronald Clyde,William Ernest,Edward James",3
1957-10-29,"Terry Lane,George Charles",2
1957-12-04,"Michael Eugene,Patrick Arthur,Lee Arthur",3
1957-12-09,"Stephen Randall,Edgardo Ralph",2
1957-12-17,"Mark Steven,Robert Michael",2
1958-01-24,"Neil Patrick,Charlton Atlee",2
1958-02-12,"Kenneth Earl,James William",2
1958-02-17,"Alan Anthony,Michael Lawrence",2
1958-02-23,"John T.,Juan Roberto",2
1958-02-26,"Robert Hilmer,Darrell Keith",2
1958-04-24,"William Culp,Herman Neils",2
1958-05-11,"Mark Lawrence,Charles Walter",2
1958-05-28,"Edward R.,William Donald",2
1958-05-29,"James Bradley,Michael Steven",2
1958-06-20,"Phillip Lee,Richard William",2
1958-06-28,"Rafael,Clay C.",2
1958-07-07,"Glenn Edward,Timothy Shawn",2
1958-08-15,"Joseph Alan,Thomas Marion,Randall Stuart",3
1958-08-18,"Robert Harvey,Donald Leroy",2
1958-08-19,"Luis Antonio,Gary Joseph",2
1958-09-04,"Paul Wesley,Roderick Stewart",2
1958-09-11,"Donald Martin,Bradley Jay",2
1958-09-24,"Larry David,James Justin",2
1958-09-28,"Ronn Dwayne,William Peter",2
1958-10-05,"Brent Allen,Robert Randall",2
1958-10-25,"Thomas Michael,David",2
1958-10-26,"Edward John,Frank Lee",2
1958-10-31,"Raymond John,Paul",2
1958-11-05,"Thomas John,Michael David",2
1958-11-08,"Robert Devell,Paul Richard",2
1958-11-22,"Arthur Lee,James Richard",2
1958-11-30,"Stephen Mack,Tobias Rafael",2
1958-12-16,"Rondin Allen,Thaddeaus Inglehart",2
1958-12-22,"Glenn Dwight,George DeWitt",2
1958-12-25,"Rickey Nelson Henley,Gerald Edward",2
1959-01-08,"Craig Stuart,Ramon",2
1959-01-21,"Ricky Lee,Jose Altagracia",2
1959-02-04,"Steven Keith,William Patrick",2
1959-02-10,"John Joseph,Alfornia",2
1959-02-19,"Keith Rowe,Timothy Philip",2
1959-03-11,"Philip Poole,Charles Floyd",2
1959-04-18,"Richard Albert,James Michael,Dennis Lee",3
1959-05-12,"William,Kevin Charles",2
1959-05-16,"Robert Chandler,Mitchell Dean",2
1959-07-21,"Richard Monroe,Mark Alan",2
1959-07-22,"DeWayne Mathew,Robert Lee",2
1959-07-30,"Ricky Neal,Michael Carl",2
1959-07-31,"Bobby Earl,Michael Joseph",2
1959-08-03,"James William,James Michael",2
1959-08-17,"Brad Eugene,Jeffrey Robert",2
1959-09-22,"Walter Wayne,Lee Willard,John Robert",3
1959-10-06,"Dennis Ray,Gregory Lee",2
1959-10-08,"John Graydon,Richard Bryan,Michael Thomas",3
1959-10-10,"Donald Thomas,Lester Paul,James Francis",3
1959-10-16,"Brian David,Walter Kevin",2
1959-10-24,"David Wayne,Michael Quinn,Adalberto",3
1959-11-05,"Joe Craig,Lloyd Anthony",2
1959-11-17,"Brian Tate,Bradley David",2
1959-11-21,"Jeffrey Carver,Scott Ray",2
1959-12-17,"Bryan Richard,Marvell",2
1960-01-08,"Randy Max,Julio Cesar",2
1960-01-10,"Kelvin Curtis,Robert Richard",2
1960-01-12,"Michael Andrew,Timothy Craig,Michael Allen",3
1960-01-21,"Melton Andrew,Darryl DeWayne",2
1960-02-16,"William Joseph,Eric Gerald",2
1960-03-03,"Neal,Charles Douglas",2
1960-03-14,"Gerald Duane,Kirby",2
1960-03-22,"Scott William,Matthew Stephen",2
1960-04-27,"Brian Jeffrey,James Gerhard",2
1960-04-28,"Thomas Leo,John Joseph",2
1960-06-03,"Barry Stephen,Stephen John",2
1960-06-14,"Michael Russell,Patrick Cliborn",2
1960-06-20,"Doug Wayne,Ralph Laurence",2
1960-06-23,"James Joseph,John Andrew",2
1960-08-19,"James Odell,Ronald Maurice",2
1960-08-20,"Thomas Andrew,Mark Edward,Edward David",3
1960-08-23,"Randy Anthony,Edward John",2
1960-08-29,"William Carol,Kerry Jerome,Reginald Dewayne",3
1960-08-30,"Randall Jeffrey,Ricky Allen",2
1960-09-05,"Christopher DeWayne,Candido,Timothy Dean",3
1960-09-06,"Allen Robert,Gregory William",2
1960-09-15,"John Lawrence,Todd Richard",2
1960-09-16,"Mickey Lee,Melvin",2
1960-09-20,"David Thomas,Randall John",2
1960-10-04,"Joseph Martin,William Augustus",2
1960-10-06,"Jay Scott,Bruce Alan,William Charles,Lloyd Jeffrey",4
1960-10-18,"Terry Lee,Steven George",2
1960-10-27,"Thomas Andrew,Ronald Wayne",2
1960-10-30,"Jose Elias,Byron Lee,David,Gerald June",4
1960-11-22,"Gene Winston,Colin Norval",2
1960-12-10,"Paul Andre,Jeffrey Allen",2
1960-12-21,"Roger Alan,Andrew James",2
1960-12-25,"Thomas Patrick,Telmanch",2
1960-12-28,"Zane William,Carl Blake",2
1961-01-05,"Henry,John William,Roger Howard",3
1961-02-23,"John Daniel,Michael Anthony",2
1961-03-26,"Michael Bruce,Michael Lee",2
1961-04-03,"Douglas Lee,Stanley Timothy",2
1961-04-09,"Brian Richard,Kirk Edward",2
1961-04-29,"Wesley Brian,Michael Ray",2
1961-06-17,"Michael Charles,Victor Jose",2
1961-06-18,"Andres Jose,Thomas Michael",2
1961-08-16,"Donald Malcolm,Gregory Dion",2
1961-09-16,"Scott Howard,Mark Alan,Christopher Francis",3
1961-09-22,"Vincent Maurice,Robert Peter",2
1961-09-28,"William F.,Edward John,Kevin Michael",3
1961-10-16,"David Earl,William Howell",2
1961-10-24,"Rafael Leonidas,Danny Bruce,Stephen Graeling",3
1961-10-30,"Scott William,Joseph Richard",2
1961-11-04,"John Mark,Kenneth Logan,Argenis Antonio",3
1961-11-11,"Scott Francis,Bobby Dean",2
1961-12-11,"Michael Alan,Robert Bush",2
1961-12-18,"David Lee,Scott Alan",2
1961-12-26,"George Earl,James Joseph",2
1961-12-31,"Richard Warren,Steven Michael,Robert Donell",3
1962-01-10,"James William,Mario Rafael",2
1962-02-02,"Patrick Brian,Paul Nelson",2
1962-03-07,"Joselito,German Jose",2
1962-03-13,"Thomas James,Terry James",2
1962-04-03,"Martin Keith,David Allen",2
1962-04-28,"Russell Lee,Luis Raul",2
1962-05-10,"Tanner Joe,Robert Randall",2
1962-06-16,"Calvin Drew,Wallace Keith",2
1962-08-04,"William Roger,John Edward",2
1962-08-12,"David Lee,Rafael Urbano",2
1962-09-28,"Todd Gerard,Robert John",2
1962-10-04,"Dennis Bryan,Anthony Ross,Donald Chris",3
1962-10-27,"Terence William,Michael Dennis",2
1962-10-30,"Mark Steven,Danilo",2
1962-11-08,"John Alan,Robert Rey",2
